,text,textlength,moral_score,moral_wc,immoral_wc,other_wc,goodness,happiness,sadness,anger,afraid,disgust,surprise,positive_prob,sub_probs
441,Du Meizhu_It’s so disgusting,5,0.0,0,0,6,0,0,0,0,0,1,0,38.7414,[0.387413814911582]
442,Du Meizhu_You are really disgusting,10,0.0,0,0,11,0,0,0,0,0,1,0,72.6918,[0.7269176955865558]
443,"Du Meizhu said live that day: Li Eun, Liu Meili and others always spread rumors that I am not the victim of the case. Now I have got the judgment. I am indeed the victim of the case. I can take the judgment and go back to my hometown to sue Li Eun and Liu Meili. Ps: Li En and Liu Meizhu were the sisters and best friends who spoke out for Du Meizhu at that time. It is outrageous that Du Meizhu, the three of them from the same hometown, was the victim. How dare she make up nonsense to frame others and deceive the public. 👮’s L Shabaobao’s Weibo video is closed d",53,-0.9584224816030785,0,4,51,4,0,0,0,0,4,0,99.9755,"[0.9898887791968392, 0.2691684818723409, 0.7538181774671925, 0.9999947793261896, 0.8694011962056917, 0.006565098817981729, 0.05858180321972717, 0.1284027437916161]"
444,Those who are siding with poisonous people are all monsters and monsters. They won’t appreciate your kindness.,13,0.0,0,0,13,0,0,0,0,0,1,0,99.7606,[0.9976061460051457]
445,Du Meizhu&#39;s latest recording Li En broke the news about Du Meizhu&#39;s recording and also posted that Do Meizhu admitted that Wu was in love with her because he was very good to her. Could this be the Weibo video of the so-called &quot;victim&quot; L Ling Chuxia?,27,-0.1399281577527751,1,0,28,1,0,0,0,0,0,0,100.0,"[0.9994905234980835, 0.4122427018017939, 0.9972161287991245, 0.8920298206181061]"
446,"It’s not just me gossiping, I’ve always felt that scumbags like Du Meizhu are the reason for immortality! If you destroy a person alive, it doesn&#39;t matter if you are an ordinary person. Don&#39;t really stay for more than ten years. You will get too many bad things for cheap. There will be no justice in the world.",34,-2.846571794165991,1,3,29,1,0,0,0,0,3,0,99.8134,"[0.34527875471283087, 0.8575419623392753, 0.668807584972679, 0.955236599305233, 0.48688008726315557, 0.4556677146223894, 0.9023730854647364]"
447,Really good epilepsy,3,0.0,0,0,3,0,0,0,0,0,1,0,79.2725,[0.7927249260564564]
448,"I was chatting with dozens of men on my phone, and I had sex with them all? I often sing karaoke at dinner parties and I just get confused? A group of Internet celebrities broke the news about fake chat records to spread rumors and raise the heat to make the situation more serious. This is their purpose! After completing the public&#39;s stereotype of Wu as a scumbag, everyone will believe in his bad deeds. All liars are beautiful! The Chaoyang branch police officer complained about domestic violence and did not mean it was related to Chaoyang. So how could Assistant Wu’s private message chat with an internet celebrity have anything to do with Wu? Ridiculous, if Wu is like that, does he need to chat with those women? What a nonsense! Wouldn&#39;t it be better to just go to the hotel and leave? No need to add d to WeChat",86,-1.0599400699783612,0,9,79,0,0,0,0,0,5,0,0.0039,"[0.36010621993929537, 0.5087828956938653, 0.8032615697419043, 0.4649188892439935, 0.22910109115096466, 0.5327308394906675, 0.8941497479955278, 0.07879570334578812, 0.4931719560934704, 0.30789594452202085, 0.5446626325120026, 0.14000984116853354, 0.22492134220523674, 0.8684210526315791, 0.21311475409836056, 0.5, 0.38604546238519266, 0.65405457829069, 0.13142387267566658, 0.06682939591236525]"
449,"I was chatting with dozens of men on my phone, and I had sex with them all? I often sing karaoke at dinner parties and I just get confused? A group of Internet celebrities broke the news about fake chat records to spread rumors and raise the heat to make the situation more serious. This is their purpose! After completing the public&#39;s stereotype of Wu as a scumbag, everyone will believe in his bad deeds. All liars are beautiful! What the Chaoyang branch police did doesn’t mean it’s related to Chaoyang. So why did Assistant Wu’s private message chat with an internet celebrity have anything to do with Wu? Ridiculous, if Wu is like that, does he need to chat with those women? What a nonsense! Wouldn&#39;t it be better to just go to the hotel and leave? No need to add WeChat! Hide d",85,-1.0732985908391532,0,8,79,0,0,0,0,0,5,0,0.0122,"[0.36010621993929537, 0.5087828956938653, 0.8032615697419043, 0.4649188892439935, 0.22910109115096466, 0.5327308394906675, 0.8941497479955278, 0.07879570334578812, 0.4931719560934704, 0.038092414354358395, 0.22492134220523674, 0.8684210526315791, 0.21311475409836056, 0.5, 0.38604546238519266, 0.65405457829069, 0.13142387267566658, 0.3294776708027841, 0.4737672181921908]"
450,Who is behind dmz? That’s it! !,9,0.0,0,0,12,0,0,0,0,0,1,0,61.5564,[0.8519413434032058]
451,Is there any follow-up to this melon? ?,4,0.0,0,0,5,0,0,0,0,0,0,0,5.9341,[0.2523992690561059]
452,"The Internet war relay has arrived at Du Meizhu Li En! Princess, please listen to the recording! Weibo video of L Qianning Film and Television",17,0.0,0,0,18,0,0,0,0,0,0,0,98.9021,"[0.9886570119282289, 0.861355900553371, 0.17029419355492847]"
453,"Today Du Mei Zhu&#39;s new recording was exposed, saying &quot;The better he treats me, the more I feel like he is fake&quot; Du Mei Zhu L Xuehua Film and Television&#39;s Weibo video",19,0.0,0,0,21,0,0,0,0,0,0,0,99.7192,"[0.9998396411814879, 0.059501721237247285]"
454,Can Operation Clearance eliminate this fraudster? I really don’t want to see her get away with it.,15,-2.6809457258307057,0,2,12,1,0,0,0,0,1,0,13.4502,[0.134502437351671]
455,"The writer who once helped Du Meizhu write a short essay that caused Wu Moufan to sit down recently posted a long post apologizing to Wu Moufan, saying that he had been raped by Du Meizhu. On the day Du Meizhu had sex with Wu Moufan, he showed off to his friends that he slept with Wu Moufan. Half a year later, Du Meizhu changed his story and said that he had been raped by Wu Moufan. The lawyer interpreted the long apology written by writer Du Meizhu and said that Wu Moufan’s negative attitude will never change because of this long article. First, Du Meizhu is not the only one who has been raped. Second, no matter whether it is a QB or not, as long as Du Meizhu was in her late teens at the time, so Wu Moufan had a wife. L Yuxuan entertains you Weibo video of meeting d",71,0.22123701984337052,2,0,68,1,0,2,0,0,1,0,100.0,"[0.9934063396038708, 0.541219796332419, 0.7175514908983597, 0.7561498134012485, 0.38568758285509985, 0.36700451873847084, 0.7999954152870898, 0.7551769848535534, 0.9825315000229956, 0.8264430586740615, 0.5503512880562061, 0.7706977410420021, 0.4171656686626747, 0.5, 0.6635351014655316, 0.8425087992361369, 0.8569582997490297]"
456,"I ate Han Anran&#39;s melon a few days ago, and today I ate Du Meizhu&#39;s melon for two hours. If I had been able to investigate so carefully when I was in school, I would have gone to Peking University by now. . .",27,0.0,0,0,28,2,0,0,0,0,0,0,99.1452,[0.9927620053669329]
457,It’s really hard for a “victim” in this state to imagine that she looks like a “victim”,9,0.0,0,0,11,1,0,0,0,0,1,0,26.7299,[0.2672991297968367]
458,dmz hurry up and get in. I&#39;m speechless.,7,0.0,0,0,7,0,0,1,0,0,0,0,27.3772,[0.27377214582465903]
459,Du Meizhu Chenlu and others should be sentenced for fraud. Women&#39;s rights are not to be exploited. Do I need to get it notarized before having sex in the future?,21,-0.9696340136389022,0,1,21,0,0,0,0,0,2,0,87.7361,"[0.7867948043012254, 0.7204546179346197, 0.4813335142948547]"
460,Du Meizhu_The law cannot punish 50 Dudu🐔 Then I wish her HIV will be realized soon,17,1.159194324962381,1,0,16,0,0,0,0,0,1,0,99.6594,[0.9965937912487056]
461,"Dumeizhu_Are you the victim who lost your pants by yourself? I still have the nerve to call someone dirty, but I was slept on! If you don’t go in, then I wish you will get AIDS soon!",27,-0.2126148050303333,0,0,31,0,1,0,0,0,0,0,0.4283,"[0.8734096252558068, 0.015038543593132614, 0.07420765452724776, 0.13714734245872695, 0.8298751124118012]"
462,"I have gained some relief and learned the relevant information about the three victims of Wu’s case. It is basically the same as what fans speculated. If Du Meizhu was removed by her gf, the remaining two victims may not be true (one She has the same mentality as Ms. Do Meizhu, and the other one was always voluntary before but was forced to change it due to public opinion.) Therefore, there is a high probability that the three victims will not admit their mistakes in the second trial if nothing unexpected happens. It&#39;s better to maintain the original judgment. I can see the psychology of my friends. It&#39;s fine. d",73,-0.36416649667822654,0,1,74,1,0,0,0,0,1,0,99.9997,"[0.9999832746044197, 0.8599820470128979]"
463,"You damn bastard, you deserve to die",7,-3.7405703356909674,0,1,6,0,0,0,0,0,1,0,4.6647,[0.04664675306330546]
464,Where did it come from? It’s on my homepage,5,0.0,0,0,6,0,0,0,0,0,0,0,33.5981,[0.3359811979616427]
465,". What kind of stinky fish and rotten shrimps are pretending to be victims? Remember to take the 50,000 shopping cart that wyf cleared for you to participate in the second trial together.",21,0.0,0,0,23,0,0,0,0,0,0,0,59.7499,[0.5974991376551527]
466,I feel dirty even if this name appears on the homepage,8,0.0,0,0,8,0,0,0,0,0,0,0,6.7301,[0.0673012998080339]
467,Du Meizhu showed off on the live broadcast that she was the victim! How did such a perpetrator become a victim!,13,-1.1916154102974574,0,1,14,0,0,0,0,0,1,0,30.7669,"[0.3784910503560357, 0.5, 0.4737672181921908]"
468,"It&#39;s a very simple case, not a shocking mystery. Wu Zhenqj and the three people reported it from the beginning. Why did they gather people in the first place? Because at least 3 people are enough to start in 10 years, qj3 women were added later. It’s so funny that Chaoyang asked everyone in Wu Communications, and the entire people on earth were turned upside down by him. Only one victim was not found, and the first trial was delayed. There is no way to sentence him to 10 years. The victims would have to be Du Meizhu and her two friends. Taxes are obviously a back-up, preventing him from turning over. After all, the appeal may take 5 to 10 years, and he cannot persist without financial strength. Hide d",90,-0.10036534056144675,1,0,89,3,0,0,0,0,1,0,90.5125,"[0.8165445166561132, 0.5, 0.8948327562049184, 0.6190851052551025, 0.4913691286285672, 0.6607014001601725, 0.9850102764908607, 0.3342478644179784, 0.2558143945625503, 0.057305219838084565, 0.40001909156292725, 0.19999999999999996, 0.5, 0.33333333333333337, 0.5211270579768391, 0.8870970062440957, 0.4737672181921908]"
469,"If Bingbing wasn&#39;t a girl, would she be 13 years old?",9,-1.3173926600738426,0,0,10,0,0,0,0,0,1,0,7.0795,"[0.1005975371352561, 0.4307195427220576]"
470,20w? You don’t even have enough money for the wheels of a sports car to make a joke.,12,-2.0963864557666887,0,0,12,0,0,0,0,0,1,0,15.2387,"[0.5, 0.16645363245339895]"
471,"【】Recently, Du Meizhu&#39;s ghostwriter @马世林 once again posted about the incident between Du Meizhu and Wu Yifan, saying that he single-handedly created a heroine, but the heroine did many things that were not &quot;heroic&quot;. On November 22, @李恩LIEN_ exposed the recording and said, &quot;This is a part of the recording provided by lml before. I didn&#39;t listen to it completely at that time. Please allow me to ask. It said that Wu Yifan was very kind to her. People who are in love...are they the so-called &#39;victims&#39;?&quot; In the recording, it is suspected that Du Meizhu said that Wu Yifan&#39;s mother pays his monthly living expenses. He feels that the better Wu Yifan treats him, the more fake he becomes. @白鹿视频L白鹿视频’s Weibo video close d",86,0.04871974598758393,1,0,93,1,0,0,0,0,0,0,100.0,"[0.7059514727817189, 0.9969914899852452, 0.9984131868360235, 0.997229456658262, 0.09009958735420076, 0.9816515259478443, 0.7364857907832065, 0.7185952698426832, 0.1466851409922193, 0.458494505825892, 0.5262327818078083, 0.9775060887142192, 0.9482010023299026, 0.9494767063358539, 0.6277875116892989, 0.9362555884639945]"
472,Pretending to be jade and fake electric shock treatment qzls costs a lot of money to even have plastic surgery 🐔 It’s quite fun,16,-0.3271163248694046,0,0,16,0,0,0,0,0,0,0,58.8623,[0.5886230319875309]
473,What are you doing?,4,0.0,0,0,4,0,0,0,0,0,0,0,9.1865,[0.0918645074178378]
474,"Is there a possibility that this world is not black and white? Wu has problems, everyone has problems, they are not good people, they are not black and white.",19,-0.8086951544215625,1,0,17,1,0,0,0,0,2,0,96.7128,"[0.5737202020089853, 0.8446040708619734, 0.8684210526315791, 0.5512110016420362, 0.5703896101162053, 0.38718175222267825]"
475,Can you please let me see the scene with Seishi Goo Burning? I really like watching everyone get hit by a truck.,18,-3.156476778333692,0,1,16,1,0,0,0,0,0,0,61.993,[0.6199296262188281]
476,"I will persist every day. Don’t worry, I won’t let you down. DY79900814865 is waiting for you here.",15,3.50726411265037,1,0,13,1,1,1,0,0,0,0,34.6435,[0.3464346734463081]
477,When did Du Meizhu get hit by 🚗4️⃣?,7,0.0,0,0,11,0,0,0,0,0,0,0,98.5951,[0.9859508528424847]
478,Why didn’t click therapy electrocute you poisonous woman?,9,-2.2334250530502366,0,0,8,0,0,0,0,0,0,0,13.4465,[0.13446525593011116]
479,Really good at fishing,3,0.0,0,0,3,0,0,0,0,0,0,0,64.2934,[0.6429335818357289]
480,"Comparing the beautiful bamboo pictures with the refined pictures, is the difference so big?",11,0.0,0,0,13,0,0,0,0,0,0,0,94.8233,"[0.94644299754217, 0.5351705446060493]"
481,"Du Meizhu, I have never seen a woman as bad as you.",12,-4.857569032584487,0,1,10,0,0,0,0,0,0,0,40.5846,[0.405845837746621]
482,It turns out he is a fraudster.,4,-19.97928726365195,0,1,3,0,0,0,0,0,0,1,35.6512,[0.35651202238684443]
483,"Writer Du Meizhu published an article revealing the inside story. After reading it and thinking about it, I am horrified that this girl is really not simple. It is unlikely to change Wu’s second-instance verdict. His nationality will not affect sentencing. Weibo video of L Qianqian’s variety show",30,-0.7843627113476054,0,0,31,1,0,0,0,0,1,0,99.9999,"[0.8312231266796112, 0.8182313426953005, 0.5387054981567607, 0.7528392465119335, 0.999941374327169]"
484,"At that time, I thought Du Meizhu was the second generation of rich people, but I really believed it.",12,0.0,0,0,13,0,0,0,0,0,0,0,94.006,"[0.9347299081734345, 0.5488180064031624]"
485,Why do you ban others? ? Are you afraid? Ha ha ha ha,9,0.0,0,0,11,0,0,0,0,0,0,0,25.0936,"[0.5013490597296458, 0.2500000000000001, 0.8684210526315791]"
486,"13 years, not 13 days. Is he really that heinous? If so, please publish the details of the case and let him die clearly! Instead of covering your mouth! But human nature is so terrible. No one cares about the truth at all. They just want him to have a carnival forever. It would be more fun to sentence him to death. How can those people who don’t know the truth be so vicious?",43,-2.8935428580019567,0,4,39,1,2,0,0,1,4,0,94.902,"[0.4307195427220576, 0.167865247282744, 0.7204555144285796, 0.5262327818078083, 0.3018040744314838, 0.1506998386460393, 0.07891135511999448, 0.8882321562591223, 0.6011840574685038, 0.9397553812488363, 0.8750373340899626, 0.9402352647934574]"
487,"I don’t like wyf, I hate it very much, I hate Doumi Zhu very much",7,-2.4920669512077613,0,0,6,1,0,0,0,0,2,0,84.3021,[0.843021163829557]
488,"Du Mou is really laughing to death. At this time, so many people are speaking for her. He may not have thought that he has such great charm.",26,-0.5457010754130464,0,0,26,0,0,0,0,0,0,0,42.9475,"[0.4902469353180542, 0.1504846171011126, 0.8449961706862669]"
489,"Officials don&#39;t like to hurt their officials when they see them. . . No matter how noisy Bi Jie is, he can&#39;t stir up trouble. . . Everything is in vain, the official system Bijie can only adapt. . . . But I believe that God is fair, just and open. Let’s leave it to time.",29,-0.22981320542384848,0,0,31,3,0,0,0,0,2,0,5.7547,"[0.5864839628478972, 0.5807302511728141, 0.6886219061682437, 0.16651900198181546, 0.24947336477791338, 0.4752558802393876]"
490,"Don’t look at this case, one person is here to break the news, and the other is here to break the news, but they all once had a common identity, the perpetrator. Isn’t this very strange? But even though they have revealed that Du Meizhu is not a good thing, saying that he is a liar and does not tell the truth, they have killed one thing together. Du Meizhu had a relationship with Wu. Isn&#39;t it strange? Why do you think that Meizhu did not lie to them in this sentence? Because the boss behind them is the same, if they don&#39;t bite to death, the only one who gets involved is themselves. Hide d",65,-1.810601300024146,1,5,58,1,0,0,0,0,4,2,99.904,"[0.697794995470857, 0.5, 0.461947704736667, 0.5, 0.46259669924053803, 0.9925644096822335, 0.8368705208869504, 0.20626675745399137, 0.4643670775997576, 0.9822170824200775, 0.3169398907103824, 0.916615749268821, 0.6110148465037291, 0.04137588475940934, 0.4737672181921908]"
491,Outlaw Do Meizhu,4,0.0,0,0,4,0,0,0,0,0,0,0,94.8646,[0.9486464058613809]
492,Why is she still at large?,5,-15.764106522704225,0,1,4,0,0,0,0,0,1,0,75.279,[0.7527898809407263]
493,"The official system is so weak. . . . Being completely restrained, the official can only do it if he is right. No questioning is allowed.",18,-0.24606576804319472,0,0,19,0,0,0,0,0,1,0,1.8947,"[0.4737672181921908, 0.6860708815314895, 0.4737672181921908, 0.2691673170754213, 0.2674230145867097, 0.19882899304587087]"
494,May I ask who is your backend capital? Is he a big client from Beijing?,13,0.0,0,0,15,0,0,0,0,0,1,0,40.1195,"[0.5882909727154595, 0.34245696372738754]"
495,Why did the Du Meizhu sisters switch sides? What is the truth of the matter? L Migua Wulongyi’s Weibo video,17,0.0,0,0,18,0,0,0,0,0,0,0,98.7675,"[0.7935214960071667, 0.958612390323374]"
496,It can only be said that a few bastards acted out against each other and killed one of them 6,14,-3.943906233036961,0,1,13,0,0,0,0,0,0,0,2.8599,[0.028598724889080884]
497,Mo? The heroine is actually a fraud,5,1.8008739398167373,1,1,3,0,0,0,0,0,0,0,82.8176,"[0.4107142857142858, 0.8848109443702071]"
498,You can judge what is right and wrong by yourself. The full version of the recording is available on the homepage. You can pick it up if you want it.,10,0.0,0,0,11,0,0,0,0,0,1,0,98.7122,"[0.428991070056868, 0.9617952819448996, 0.8333333333333333]"
499,"The Internet war relay has arrived at Du Meizhu Li En! Princess, please listen to the recording! Weibo video edited by L Xiguaai",19,8.397725023548542e-05,1,0,19,0,0,0,0,0,0,0,99.6693,"[0.9886570119282289, 0.861355900553371, 0.40713192068115645]"
500,"There is a special thing about the Wu case, that is, the doubts are obvious, but everyone chooses to keep silent and stop others from raising questions. For example: On July 22, 2021, Chaoyang police reported that Du Mouzhu was hyping up her relationship in order to increase her online popularity. As a result, on the night of the first-instance verdict, she herself admitted in a live broadcast room that she was the victim in the verdict. --Why? Can&#39;t ask! Asking questions is questioning the police&#39;s ability to handle cases. In July 2021, Du Mouzhu asked Wu Yifan for 8 million yuan on his personal Weibo, and the eight victims spoke out. However, Chaoyang police said in an interview with Xinjing Bao that Du Mouzhu had never contacted Wu Yifan or asked Wu Fang for money. ——Why is there a contradiction? Can&#39;t ask! Asking is to clear Wu Yifan&#39;s name. In July 2021, Chaoyang police reported that Liu was cheating at both ends. Now, two years later, Liu Yuan has been sentenced to 10 years, but his verdict is nowhere to be seen on the Internet. ——Where is the verdict? Can&#39;t ask! To ask is to question the court&#39;s decision. In an interview with Xinjing Bao, Chaoyang police claimed that Du had never asked Kris Wu for money. However, according to Du&#39;s recording that was subsequently exposed, Du had clear intentions and behavior to ask for money. ——Why can’t you get it right? Can&#39;t ask! The question is just stupid fans who don’t believe in GJF. Do Meizhu, as the court-appointed victim of QJ, flaunts her relationship with Kris Wu to everyone. I still have the chat history. ——Why can you show off your relationship even though you are a victim of QJ? What is the psychology behind this? Can&#39;t ask! Asking means that the chain of evidence is complete and cannot be questioned. And so on, there have been too many in the past two years, and my ears are almost calloused. Can I get fresh ones? Today I want to ask all my questions and see how many mouth-covering excuses I can receive. 1. As a victim of QJ, why did Du Mouzhu first choose to hype up the relationship instead of calling the police? 2. It is said that Du did not choose to call the police because Wu had strong capital? Then why did 42 of the 50 hot search positions on the day of the incident belong to Wu? 3. Wu Zhucai, who has strong capital, did not call the police. Does this mean that the person who said this believed that the police would indeed collude with capital? What if the police exist in collusion with capital? Then why can&#39;t you question it? After all, those who stand opposite Wu also have capital. 4. As a victim of QJ, why did Du Mouzhu not choose to call the police even though the police had already intervened? 5. Why, according to the accomplices’ accounts at the time, is it said that a senior from Nortel made suggestions for Du Mouzhu, but when the hype failed, he attacked QJ? 6. How to prove the so-called sexual intercourse under the influence of alcohol in the first-instance report? Who proved the drunken sexual relationship two years ago? Is it just oral confession? Or are there any witness statements? Who are the witnesses? How many witnesses are there? What does the testimony look like? 7. Everyone says that the police can convict only if they have surveillance, but the report never mentions surveillance from beginning to end. If there is surveillance as evidence, why can&#39;t it be reported? Does no surveillance mean only confessions? 8. Everyone said that the Wu case involved minors, but the report never mentioned minors from beginning to end. On the other hand, if similar reports involved minors, their age would be clearly stated. So, is there no minor involved in Wu’s case? Is the underage claim a malicious rumor spread by a marketing account? 9. How were you convicted of the crime of gathering a crowd to rape four years ago? Is there monitoring? If there is surveillance, why can&#39;t it be reported? Or is it just an oral confession, because it is only an oral confession and cannot be reported? 10. Everyone says that the Wu case has a complete chain of evidence. Why has such a complete chain of evidence not been released yet? 11. There are obviously a lot of judgments in the QJ case, but why do they say that once the Wu case is involved, they say that the QJ case involves privacy and cannot publish the judgment? 12. To this day, many people still think that Wu went in because of other victims, not Du. But the fact is that Du Mouzhu is the victim. Why haven&#39;t any law enforcement officials mentioned this matter? 13. Why does one of the three victims reported online not even have a name? 14. Why is it that Mr. Wu is always able to pinpoint “either Zhengzhou, XJ, Tangshan, or Heilongjiang?” Is someone deliberately manipulating the timing of the Wu case? 15. Why were the media notified in advance of the Wu case’s criminal detention, arrest approval, first-instance hearing, and first-instance sentencing and required to publicize it according to official standards. Are you worried that yxh will discover doubts in its own discussion? Can we deduce from this that the Wu case cannot be discussed, is not allowed to be discussed, and cannot be discussed? 16. Why are all the accomplices now turning against each other and insisting that the Wu case only contained confessions and no physical evidence? ...Can anyone give me all the answers to all of the above? If no one can give me all the answers, do I have the right to ask? Just asking, are you trying to clear his name? Are you questioning GJF? Or do you think that my answers to these questions are actually trying to clear his name? Hide d",377,-0.12078815726149562,2,12,370,16,6,1,0,0,19,0,0.0,"[0.576946095772907, 0.17946497793432514, 0.27625830495976356, 0.2079901322476584, 0.17559756441447782, 0.0008767824704453142, 0.40030098869499997, 0.02727870558035206, 0.6715686274509806, 0.19314008723080067, 0.16884450381366034, 0.5788391519628516, 0.5455035359231922, 0.2467039096783621, 0.09972537311870544, 0.2010065842178822, 0.8598727584746443, 0.19314008723080067, 0.32372647786909214, 0.32090645375995497, 0.17063622255017596, 0.8108108108108106, 0.47420057195000365, 0.6685295638106474, 0.2114841669891946, 0.6480002782957406, 0.19314008723080067, 0.049390578170961374, 0.0007807098389286393, 0.9857123767871582, 0.05169329225615282, 0.502507164107227, 0.19314008723080067, 0.289560582927879, 0.43630913637617796, 0.7214493069836799, 0.45877355413934306, 0.858017719985256, 0.07734366742878296, 0.45887017273044983, 0.19314008723080067, 0.6076082531669019, 0.29759025311477827, 0.2857142857142859, 0.16721563089817182, 0.07919232049980152, 0.17683308007155518, 0.70663656030445, 0.11979875395548134, 0.6510928481698011, 0.010325095108138171, 0.020658909399126735, 0.9894760009845529, 0.016910757162636014, 0.6354203439191638, 0.6579647759946674, 0.46297960035140606, 0.3582512900281587, 0.19882899304587087, 0.7040000000000003, 0.9913663191287374, 0.6169235939503697, 0.2844596678777651, 0.029419879277164163, 0.32341482423896195, 0.7276992406408873, 0.07131009802769128, 0.6188477178333408, 0.6878678662003008, 0.8919676971835465, 0.5, 0.4737672181921908, 0.5, 0.5443456329515354, 0.5, 0.000333131792922825, 0.020643392422419415, 0.010118259312603572, 0.05547636043559878, 0.7209987690652261, 0.592571470160676, 0.9661871797475426, 0.5262327818078083, 0.7297953905324696, 0.5760457696638597, 0.7627674568392875, 0.04166666666666663, 0.010216052245030083, 0.5, 0.19185025305106962, 0.7180390657513283, 0.16591223203777683, 0.24621052601536297, 0.42429327458701027, 0.715859671223252, 0.5, 0.5471698113207545, 0.49887742870874385, 0.051339037507073804, 0.10782113058189702, 0.8590937422580318, 0.5, 0.9798518602070287, 0.5447693159729701, 0.1002714702676889, 0.3586777514307752, 0.3770723045650143, 0.7393721470940485, 0.8978102443036899, 0.6222900738478341, 0.09737249984960461, 0.8772583027343968, 0.6651393240612732, 0.6794119340144806, 0.7181428076236221, 0.35585962526270043, 0.17963699622827378, 0.29759025311477827, 0.5262327818078083, 0.7625, 0.21739848881152068, 0.4737672181921908]"
501,"Do Meizhu&#39;s latest recording Li En broke the news about Do Meizhu&#39;s recording, and also posted an article saying that Do Meizhu admitted that Wu was in a relationship because he was very nice to her. Is this the so-called &quot;victim&quot;? Lyuyou’s Weibo video of eating melon together",30,-0.09748300733450442,1,0,32,1,0,0,0,0,0,0,100.0,"[0.9994905234980835, 0.4122427018017939, 0.9972161287991245, 0.4720772689780247, 0.8914207055532497]"
502,"Li Jiaqi&#39;s live broadcast on November 22 announced that we will move forward step by step in the future; we will dream of each other moving forward; occasionally there will be wind and rain on the road, but we must hold your hand. Ning&#39;an Rumeng, Bailu, Wang Hedi, Zhang Linghe, Du Meizhu, Du Meizhu writer, five majors become four majors",32,0.07848583370438936,1,0,34,2,0,0,0,0,0,0,99.9394,"[0.20543320115938912, 0.8989898989898991, 0.6583262186031464, 0.6146322290988895, 0.867010871902587, 0.5, 0.8160815160081122, 0.31963669680190276, 0.8573605946749837, 0.8770098035891507, 0.5338347875573675]"
503,"Selling money is scared. Selling money is scared, everyone is sending recordings, and she is being filed for extortion.",13,-0.5181402486953183,0,1,13,0,0,0,0,2,1,0,13.9528,"[0.07495535919960294, 0.9013621472377652, 0.21270991843231468]"
504,"Do Meizhu&#39;s latest recording Li En broke the news about Do Meizhu&#39;s recording, and also posted an article saying that Do Meizhu admitted that Wu was in a relationship because he was very nice to her. Is this the so-called &quot;victim&quot;? After the relationship between Li En and Do Meizhu broke down, she dissed her many times. Every time there was negative news about Do Meizhu, Li Enbi posted an article to complain about her again. Her best friend is harmful to others! L domineering love entertainment circle&#39;s Weibo video",46,-0.08594954935120001,1,1,48,1,0,1,0,0,4,0,100.0,"[0.9994905234980835, 0.4122427018017939, 0.9972161287991245, 0.4720772689780247, 0.5175985989886465, 0.7070698950434562, 0.8389696162677398, 0.6117295695113586, 0.9358451390555096]"
505,He lies a lot and is this also a victim? Ridiculous,7,-7.630035615746536,0,1,8,0,0,0,0,0,2,0,33.0695,"[0.42865296929928376, 0.7499999999999999, 0.21311475409836056]"
506,"Let me first state that no matter what is right or wrong, right or wrong, we are only talking about horoscopes. In Du Meizhu&#39;s natal chart, the life-ruling planet Jupiter and Yunu Ziqi are on the same lunar channel, and they are in a punishing relationship, which is also a typical Yunu guilty pattern. It means that you will be abandoned by your friends, and you will have ugly quarrels with those close to you. Moreover, her natal ruler is currently in the same palace as Zi Qi, the natal Yunu, and her natal ruler is in opposition to her natal Yunu in the opposite sign, and the palace of trouble is entangled in her. She is in a state of being restrained. But it is not without energy. After all, the official star is in the same palace and the same network, and the opposite palace has the sun shining on it. It is such a big drama of killing each other but not loving each other, fighting to the death... Hide d",78,-0.5473515917810083,0,2,77,3,0,1,0,0,4,0,99.9999,"[0.20621132414432009, 0.5657894736842105, 0.564547206165703, 0.11987749434683526, 0.49887742870874474, 0.8485657947508651, 0.7138426144906135, 0.5129077771681605, 0.6119360526697428, 0.9350405027135164, 0.9090901131232846, 0.9938111374393451, 0.6299996153468053, 0.1668664572315064, 0.43824043301203763, 0.6344455451907864, 0.6301129223128609, 0.9889442196815098, 0.7465523846130745]"
